"","OR","p.value","adj.P.Val","setSize","numSig","ID","sigGenes"
"Prostatic Neoplasms",1.46986264410105,0.000590694249444949,0.413485974611464,3604,118,"MESH:D011471","SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;DOK4;FOSB;GAD1;RELN;EFNB3;NPTX2;CARS;ABAT;RASGRP1;NRN1;PRKACB;EIF4G2;ROBO1;HLF;CIT;FRZB;PRSS23;ENAH;ETV5;SCPEP1;ADCY2;CAMK2G;TUBB2B;CREB3;RAB27B;KRT80;NUP62CL;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;ZWINT;PFKP;MATN2;CLIC4;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;SYT1;RGS17;GPM6A;RNF144B;BCR;THBS2;GNB4;SLC7A1;ALPK2;L1CAM;SYNGR3;HIP1;TYRO3;ST6GALNAC5;PCDH8;SLIT1;SLC44A5;STMN2;GRPR;CNTNAP2;GPR83"
"Coronary Artery Disease",2.32871908453304,0.000658864111440432,0.460546013896862,379,19,"MESH:D003324","TCF4;XDH;APP;LPL;CXCR4;TGFBR2;EIF2AK3;ABCA1;PTGS1;BCL2L11;SPP1;ATF4;MAPK3;JUN;BDNF;ACHE;ACE;FOSB;GUCY1A3"
"Stomach Diseases",2.77927269673301,0.000664240341390852,0.463639758290814,224,13,"MESH:D013272","SLC27A2;LPL;GFRA1;PTGS1;ATF3;GPX3;MAPK3;JUN;ASNS;FOSL2;BDNF;TAC1;PRKACB"
"Salivary Gland Neoplasms",5.3627786590966,0.000735911421579919,0.512930260841204,45,5,"MESH:D012468","FAT1;GUCY1A3;NETO2;SLC24A3;PCSK1N"
"Prenatal Exposure Delayed Effects",1.56578812429494,0.000753892384772686,0.524709099801789,12642,347,"MESH:D011297","DPY19L3;SPOCK2;MAST2;ATP13A3;MAGI3;TTC39B;WDR6;NRSN1;LRRC23;UFD1L;DCAF7;KLHL13;INF2;ANKRD29;STMN3;FRAS1;SEMA7A;LONRF1;PPP1CC;ASTN1;OLFM3;DCHS1;NDNF;PCDH17;CHL1;DNAH5;GALNT16;KCNC1;DPP6;NETO1;FEZ1;HABP4;ARHGAP15;ICAM5;CHGB;POU3F3;MED16;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;SNAP25;PHKA2;PRMT2;HIVEP1;CARS;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;CIT;PAK3;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;ADCY2;GPCPD1;MCC;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;GBE1;RAB3B;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;MOXD1;RAB27B;KRT80;NUP62CL;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;STAMBPL1;SYT1;ELMO1;RGS17;NETO2;GPM6A;RNF144B;BCR;THBS2;GNB4;BTBD11;SLC7A1;IRF6;ST3GAL6;ALPK2;L1CAM;MAPK6;ADARB1;SPRY4;ADCYAP1R1;TCP11L2;SYNGR3;FAM84A;HIP1;CLSTN3;ILDR2;CORIN;OXR1;LAPTM4B;ZNRF1;NEK7;TMTC4;RSPO3;TMEM106B;GFPT2;SSBP3;CALN1;SCN3B;CHRNA6;SDC3;SLC24A3;TMTC1;USP25;UBASH3B;AP2B1;NTRK3;HR;HAP1;PEG3;CLSTN1;ASAP1;SNX6;KLF12;DTNA;MFAP3L;GNAL;CRHR2;LURAP1L;NECAB1;PTPRU;OPCML;C1QTNF4;MAP6;GABBR2;GRIA4;FURIN;PAQR8;TRPC6;FAM84B;PYGO1;THSD4;GPR176;TYRO3;PNOC;ATP1A3;KCNK2;VWA5A;HDAC9;GPR137C;LYPD6;CREG2;ST8SIA2;SLC6A1;ADRA1D;KCNJ4;KCNA4;SYT11;PCSK1N;ST6GALNAC5;STXBP2;PCSK1;SHC3;DCC;VSTM2A;CPNE4;PCDH8;PCDH19;SLIT1;ALK;SV2A;STMN2;LY6H;DLGAP1;MYH8;TTYH1;RPH3A;KIRREL3;GRPR;KCNIP3;SLC2A13;KCNJ6;DFNB31;DIP2A;IL1RAPL2;AKAP5;SEPT3;RASGRF2;TMEM44;FIBCD1;STAC2;SYT6;CACNG8;LGI2;SLCO1C1;GXYLT2;ZCCHC12;CHODL;NOS1AP;PCDH1;SLC9A6;RXFP1;TNR;HMP19;XKR4;EDIL3;TMEM132D;DPP10;PLEKHD1;SRRM4;RIT2;SV2C;PLCXD3;KCNMB2;RIMS1;SLC35F3;GPRIN3;DISP2;TLL1;CNNM3;LANCL3;DIRAS2;FAT3;ZNF274;DLG2;CNTNAP2;GPR83;CA7;TMEM229B;VWC2L;SIK3;KCNH7;MGAT5B;ZNF195;MCTP2;KCNIP2;SLITRK1;VWC2;VAT1L"
"Lung Diseases, Interstitial",3.67489239598278,0.000755818681039204,0.525293983322247,99,8,"MESH:D017563","APP;EIF2AK3;DUSP10;ATF3;MAPK3;JUN;ASNS;FOSB"
"Autoimmune Diseases",1.86304572226608,0.000760677712213898,0.527910332276445,827,35,"MESH:D001327","FAT1;ANXA5;IFRD1;DUSP5;RBP4;XDH;APP;CXCR4;MTHFD2;EIF2AK3;DUSP10;NREP;CD47;ABCA1;PTGS1;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;FOSL2;BDNF;FOSB;GAD1;PHKA2;GPT2;GBE1;ZWINT;SPRY4;UBASH3B;NTRK3"
"Polyneuropathies",2.74153616703952,0.000794734459032567,0.550750980109569,211,13,"MESH:D011115","XDH;APP;DUSP10;NEFH;CALB1;ABCA1;BCL2L11;ATF3;GPX3;MAPK3;JUN;RGS2;ACHE"
"Cardiomyopathy, Hypertrophic",1.99150641025641,0.000802374252001477,0.555242982385022,591,28,"MESH:D002312","SLC27A2;XDH;APP;LPL;TIMP3;TGFBR2;IGFBP4;EIF2AK3;CLDN1;NREP;ABCA1;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;BDNF;ACE;AGTR1;TAC1;GBE1;THBS2;ALPK2"
"Myositis",1.90843708916557,0.00080333752119061,0.555242982385022,729,32,"MESH:D009220","SLC27A2;ANXA5;SERPINE2;RHOB;SFRP2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;CLDN1;CALB1;ABCA1;BCL2L11;ATF3;SPP1;ATF4;MAPK3;JUN;ASNS;HMGCS1;BDNF;FOSB;RELN;PDYN;EFNB3;NPTX2;PC;LRIG1;RGS17"
"Neoplasms, Experimental",1.40020250714599,0.000815252443458147,0.562524185986121,6758,204,"MESH:D009374","STMN3;SEMA7A;OLFM3;PCDH17;NETO1;CHGB;POU3F3;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;GRIA3;EFNB3;NPTX2;PHKA2;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;CIT;PAK3;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;GPCPD1;MCC;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;GBE1;RAB3B;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;RAB27B;KRT80;NUP62CL;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;SYT1;ELMO1;RGS17;NETO2;GPM6A;BCR;THBS2;GNB4;BTBD11;SLC7A1;IRF6;ST3GAL6;ALPK2;L1CAM;MAPK6;ADARB1;TCP11L2;SYNGR3;FAM84A;HIP1;CLSTN3;CORIN;OXR1;LAPTM4B;ZNRF1;NEK7;TMTC4;TMEM106B;COL16A1;SSBP3;SCN3B;CHRNA6;SLC24A3;TMTC1;USP25;AP2B1;NTRK3;HR;CLSTN1;KLF12;DTNA;MFAP3L;GNAL;PTPRU;C1QTNF4;FURIN;PAQR8;FAM84B;PYGO1;THSD4;GPR176;KCNK2;VWA5A;HDAC9;ADRA1D;KCNJ4;PCSK1N;PCSK1;PCDH19;ALK;STMN2;GXYLT2;ZCCHC12;EDIL3;VAT1L"
"Dyslipidemias",1.54232776526854,0.000817238343269087,0.563077218512401,2217,79,"MESH:D050171","SLC27A2;ANXA5;IFRD1;SERPINE2;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;CLDN1;DUSP10;ARHGAP5;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;SNAP25;PHKA2;NRN1;PRKACB;IQGAP2;PAK3;DDAH1;ADCY2;SPRY2;TUBB2B;CREB3;TUBB2A;MAP4;ETS1;IFIT3;LRP1;MEF2C;PC;PTPRD;PFKP;CLIC4;EFHD2;FAM65B;HSD17B12;GDF10;BCR;ALPK2;MAPK6;TCP11L2;PEG3"
"Arthritis, Rheumatoid",2.03700864582286,0.00083855276693439,0.57692430365086,602,26,"MESH:D001172","DUSP5;XDH;APP;CXCR4;TIMP3;TGFBR2;MTHFD2;LGALS1;EIF2AK3;DUSP10;CALB1;ABCA1;PTGS1;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;HMGCS1;BDNF;RASGRP1;PRKACB;ETS1;ST6GALNAC5"
"Weight Loss",1.44695759065765,0.000851033985199884,0.58466034783232,10352,298,"MESH:D015431","DPY19L3;SPOCK2;MAST2;TTC39B;WDR6;LRRC23;UFD1L;KLHL13;INF2;ANKRD29;STMN3;FRAS1;SEMA7A;PPP1CC;PTPRT;ASTN1;OLFM3;PCDH17;CHL1;GALNT16;KCNC1;NETO1;FEZ1;HABP4;ARHGAP15;POU3F3;MED16;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;SNAP25;PHKA2;PRMT2;HIVEP1;CARS;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;CIT;PAK3;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;ADCY2;GPCPD1;MCC;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;GBE1;RAB3B;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;MOXD1;RAB27B;KRT80;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;STAMBPL1;SYT1;ELMO1;RGS17;NETO2;GPM6A;RNF144B;BCR;THBS2;GNB4;BTBD11;SLC7A1;IRF6;ST3GAL6;ALPK2;L1CAM;MAPK6;ADARB1;SPRY4;ADCYAP1R1;TCP11L2;SYNGR3;FAM84A;HIP1;CLSTN3;ILDR2;OXR1;LAPTM4B;ZNRF1;NEK7;TMTC4;RSPO3;GFPT2;COL16A1;SSBP3;CALN1;SCN3B;CHRNA6;SDC3;SLC24A3;TMTC1;USP25;UBASH3B;AP2B1;NTRK3;HR;HAP1;PEG3;CLSTN1;ASAP1;SNX6;KLF12;DTNA;MFAP3L;GNAL;CRHR2;PTPRU;OPCML;C1QTNF4;MAP6;GABBR2;GRIA4;FURIN;PAQR8;TRPC6;FAM84B;GPR176;TYRO3;PNOC;ATP1A3;KCNK2;VWA5A;HDAC9;LYPD6;SLC6A1;ADRA1D;KCNJ4;KCNA4;SYT11;PCSK1N;ST6GALNAC5;ABCA8;MAN1C1;PCSK1;SHC3;DCC;CPNE4;PCDH8;PCDH19;SLIT1;SLC44A5;STMN2;THSD7A;LY6H;DLGAP1;TTYH1;RPH3A;KIRREL3;GRPR;KCNIP3;SLC2A13;KCNJ6;DFNB31;IL1RAPL2;AKAP5;TMEM44;FIBCD1;STAC2;SLCO1C1;DLGAP2;GXYLT2;ZCCHC12;NOS1AP;PCDH1;NMBR;EDIL3;TMEM132D;SV2C;DIRAS2;FAT3;CNTNAP2;GPR83;PNMAL2;KCNH7;MGAT5B;KCNIP2;LMTK3;SLITRK1;C14ORF132;VWC2"
"Eye Diseases",1.70371732874477,0.000863218551560579,0.592167926370557,1192,48,"MESH:D005128","IFRD1;DUSP5;SERPINE2;TCF4;RHOB;SFRP2;XDH;APP;CXCR4;TIMP3;TGFBR2;IGFBP4;LGALS1;EIF2AK3;DUSP10;WT1;NTRK2;CD47;HTRA1;PTGS1;BCL2L11;ATF3;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;GRIN2B;FOSB;GAD1;TAC1;RELN;HTR2C;OPRD1;GNG4;GBE1;TUBB2A;MAP4;IFIT3;USP25;ASAP1"
"Morphine Dependence",9.3,0.000883973129177915,0.605521593486872,15,3,"MESH:D009021","GRIA1;GRIN2B;OPRD1"
"Spinal Dysraphism",2.97273998136067,0.000886671776612548,0.606483495202983,152,11,"MESH:D016135","TGFB3;RHOB;APP;EIF2AK3;MAPK3;JUN;HMGCS1;RGS2;ACHE;ADCY1;L1CAM"
"Metabolic Syndrome X",3.13112745098039,0.000919006382737834,0.627681359409941,150,10,"MESH:D024821","XDH;APP;LPL;ABCA1;SPP1;ATF4;MAPK3;JUN;BDNF;HTR2C"
"Lymphoma, Non-Hodgkin",2.2486177991796,0.00112855569984966,0.769674987297466,382,19,"MESH:D008228","SERPINE2;CXCR4;TIMP3;GFRA1;DUSP10;ERBB4;CD47;ABCA1;PTGS1;ATF3;SPP1;MAPK9;GPX3;MAPK3;JUN;BDNF;ACHE;DOK4;KRT80"
"Thyroid Neoplasms",1.87196568543719,0.00116547402512113,0.793687811107492,715,32,"MESH:D013964","SLC27A2;ANXA5;IFRD1;DUSP5;RHOB;SFRP2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;LGALS1;GFRA1;CLDN1;DUSP10;NREP;ARHGAP5;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;GPX3;MAPK3;JUN;HMGCS1;RGS2;CAMK2G;ZEB2;PC;LAPTM4B"
"Hypoglycemia",2.40037905709548,0.00125194023509326,0.851319359863418,294,16,"MESH:D007003","XDH;APP;LPL;TIMP3;LAMB1;ABCA1;MAPK9;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;ACE;AGTR1;HSD17B12"
"Myoglobinuria",5.01601187221745,0.00127819923090873,0.867897277787028,51,5,"MESH:D009212","MAPK3;JUN;BDNF;FOSB;HTR2C"
"Chromosome Aberrations",1.48410853937553,0.00129943368012959,0.881016035127863,2679,91,"MESH:D002869","FEZ1;SLC27A2;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;RHOB;SFRP2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NTRK2;CD47;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;GRIN2B;FOSB;GAD1;TAC1;PVALB;GRIA3;EFNB3;NPTX2;ABAT;RASGRP1;GUCY1A3;EIF4G2;ROBO1;CIT;PAK3;ETV5;SPARCL1;MCC;GPT2;RAB3B;TUBB2B;NUP62CL;TUBB2A;MAP4;ETS1;IFIT3;PTPRE;MEF2C;ZWINT;PFKP;MATN2;NR4A3;ADCY1;SYT1;RGS17;THBS2;MAPK6;SCN3B;SLC24A3;NTRK3;ASAP1;GABBR2;FURIN;TRPC6;ST6GALNAC5;ALK"
"Neuromuscular Manifestations",6.21014492753623,0.00130917657309183,0.886312539983167,29,4,"MESH:D020879","MAPK3;BDNF;ACHE;SNAP25"
"Urologic Diseases",6.21014492753623,0.00130917657309183,0.886312539983167,32,4,"MESH:D014570","GPX3;MAPK3;JUN;ADRA1D"
"Angina Pectoris",2.18073124241899,0.00132075620286447,0.891510436933517,394,20,"MESH:D000787","XDH;APP;LPL;CXCR4;IGFBP4;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;ATF4;MAPK3;JUN;ASNS;RGS2;BDNF;ACE;TAC1;ADRA1D"
"Edema",1.38797190991056,0.00143999920972046,0.97055946735159,8715,254,"MESH:D004487","DPY19L3;SPOCK2;ATP13A3;NRSN1;UFD1L;INF2;ANKRD29;STMN3;FRAS1;SEMA7A;PPP1CC;OLFM3;PCDH17;CHL1;GALNT16;KCNC1;DPP6;ARHGAP15;CHGB;POU3F3;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;SNAP25;PHKA2;HIVEP1;CARS;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;PAK3;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;ADCY2;GPCPD1;MCC;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;GBE1;RAB3B;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;MOXD1;RAB27B;KRT80;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;STAMBPL1;SYT1;ELMO1;RGS17;NETO2;GPM6A;RNF144B;BCR;THBS2;GNB4;BTBD11;SLC7A1;IRF6;ST3GAL6;ALPK2;L1CAM;MAPK6;ADARB1;SPRY4;ADCYAP1R1;TCP11L2;SYNGR3;FAM84A;CLSTN3;ILDR2;CORIN;OXR1;LAPTM4B;ZNRF1;NEK7;TMTC4;RSPO3;TMEM106B;CALN1;SCN3B;CHRNA6;SDC3;SLC24A3;TMTC1;USP25;AP2B1;HR;HAP1;PEG3;CLSTN1;ASAP1;KLF12;DTNA;MFAP3L;GNAL;CRHR2;OPCML;C1QTNF4;MAP6;GABBR2;GRIA4;PAQR8;TRPC6;FAM84B;GPR176;TYRO3;PNOC;KCNK2;HDAC9;GPR137C;LYPD6;ST8SIA2;ADRA1D;KCNJ4;KCNA4;SYT11;PCSK1N;ST6GALNAC5;ABCA8;STXBP2;PCSK1;SHC3;DCC;VSTM2A;CPNE4;PCDH8;PCDH19;SLIT1;ALK;LY6H;TTYH1;RPH3A;GRPR;KCNJ6;CHODL;PCDH20;FAT3;DLG2;GPR83;TMEM229B"
"Diabetes Mellitus, Type 1",2.84878266696449,0.00146028213952888,0.982769879902937,185,11,"MESH:D003922","XDH;APP;TGFBR2;SPP1;GPX3;ATF4;MAPK3;BDNF;AGTR1;HLF;HSD17B12"
"Gastritis",2.43297690005372,0.00153853351540128,1,277,15,"MESH:D005756","LPL;ABCA1;PTGS1;ATF3;SPP1;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;ACE;AGTR1;CNR1;ADCYAP1"
"Arthralgia",2.15037773903531,0.00163136457274552,1,412,20,"MESH:D018771","XDH;APP;TIMP3;IGFBP4;EIF2AK3;NUDT4;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;HMGCS1;TAC1;RELN;EFNB3"
"Puberty, Precocious",1.59460072595281,0.0016789318548371,1,1642,57,"MESH:D011629","ANXA5;TGFB3;RHOB;SFRP2;LPL;CXCR4;TGFBR2;IGFBP4;LGALS1;NRG1;WT1;NEFH;CALB1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;HMGCS1;BDNF;CARTPT;GRIN2B;TAC1;HTR2C;PVALB;HIVEP1;RASGRP1;PRSS23;ARHGAP26;GDF10;SLC7A1;KLF12;DTNA;MFAP3L;CRHR2;NECAB1;PTPRU;OPCML;C1QTNF4;MAP6;GABBR2;PNOC;GPR137C;ST8SIA2;SHC3;PLEKHD1;SRRM4;RIT2;SV2C;PLCXD3;SLC35F3;LANCL3;FAT3;CA7"
"Lymphatic Diseases",2.23600393700787,0.00168488149548031,1,353,18,"MESH:D008206","SLC27A2;XDH;LPL;CXCR4;EIF2AK3;ABCA1;ATF3;SPP1;ATF4;MAPK3;JUN;HMGCS1;ACHE;RELN;CAMK2G;ZEB2;PC;FAM65B"
"Extravasation of Diagnostic and Therapeutic Materials",2.34363068379035,0.00173339308319819,1,313,16,"MESH:D005119","TGFB3;APP;LPL;CXCR4;PTGS1;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;RGS2;BDNF;GRIN2B;TAC1"
"Oliguria",2.6693218740174,0.00182937360399848,1,224,12,"MESH:D009846","RHOB;XDH;APP;LPL;PTGS1;SPP1;ATF4;MAPK3;JUN;BDNF;ACE;TAC1"
"Neoplasm Metastasis",1.37561020626478,0.00188912914237458,1,5433,170,"MESH:D009362","SPOCK2;ANKRD29;OLFM3;FEZ1;MED16;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;GRIA3;EFNB3;NPTX2;PHKA2;HIVEP1;CARS;DPYSL2;ABAT;PTN;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;CIT;PAK3;FRZB;PRSS23;ENAH;ETV5;SCPEP1;ADCY2;PEA15;CAMK2G;GPT2;CYFIP2;GBE1;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;RAB27B;NUP62CL;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PTPRD;ZWINT;PFKP;MATN2;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;SYT1;ELMO1;RGS17;NETO2;GPM6A;BCR;GNB4;BTBD11;SLC7A1;IRF6;ALPK2;L1CAM;MAPK6;ADCYAP1R1;SYNGR3;ILDR2;OXR1;LAPTM4B;TMEM106B;GFPT2;HR;KLF12;DTNA;GNAL;OPCML;C1QTNF4;GRIA4;FURIN;PAQR8;THSD4;GPR176;TYRO3;HDAC9;LYPD6;ST6GALNAC5;STXBP2;PCDH8;PCDH19;SLIT1;ALK;SLC44A5;TTYH1;ZCCHC12;PCDH20;TLL1;CNTNAP2;GPR83;VAT1L"
